Threshold,Accuracy,Precision,Recall,F1 Score,ROC-AUC
0.5,0.6684215842234175,0.3153528399311532,0.5897006758931446,0.4109453852192441,0.6956310839480657
0.4,0.5330909274549908,0.2679046815141874,0.7967814612166076,0.4009848067640675,0.6956310839480657
0.3,0.3620559048556927,0.2269336413009551,0.9360154489861603,0.3653012774616573,0.6956310839480657
0.2,0.21667550438098124,0.19989159471911416,0.9970389443192791,0.33301799574294255,0.6956310839480657
0.1,0.19613413125268286,0.19613413125268286,1.0,0.327946717894048,0.6956310839480657
